"","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20"
"OTU_97.28832",1,1,0,1,0,1,1,0,0,0,2,0,0,2,0,0,1,0,1,0
"OTU_97.28836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28845",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_97.28849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2885",19,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28856",1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0
"OTU_97.28863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28866",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"OTU_97.28872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28875",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"OTU_97.28876",0,3,2,0,0,0,0,0,1,0,0,2,0,2,0,5,0,0,0,2
"OTU_97.28878",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.28880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28893",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1
"OTU_97.28902",5,0,0,0,1,2,0,2,2,0,0,6,0,0,0,0,0,8,1,11
"OTU_97.28914",0,9,0,0,0,2,0,13,0,0,3,0,0,1,3,0,2,0,0,0
"OTU_97.28926",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28929",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
"OTU_97.28930",22,0,51,35,0,7,2,0,1,0,0,19,7,0,0,0,0,12,0,0
"OTU_97.28932",0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
"OTU_97.28936",0,0,0,0,0,0,0,2,17,0,0,0,3,5,0,0,0,0,1,0
"OTU_97.28952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28971",3,2,0,12,3,1,2,2,0,0,0,0,2,0,0,7,1,6,0,25
"OTU_97.28976",0,6,1,0,0,0,0,1,0,10,6,0,1,0,0,0,8,0,0,1
"OTU_97.28984",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.28998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29005",9,13,0,41,12,0,36,23,1,0,0,2,64,1,1,0,14,6,1,13
"OTU_97.29010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_97.29014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2902",0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_97.29025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.29030",0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,1,0,0,0
"OTU_97.29035",0,2,0,8,0,4,0,0,0,0,0,0,2,2,0,0,0,2,6,4
"OTU_97.29039",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.29043",0,0,3,1,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU_97.29045",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.29048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29053",7,1,0,0,0,1,0,9,0,0,6,0,0,0,0,0,2,0,0,0
"OTU_97.29054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29062",0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"OTU_97.29067",0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_97.29070",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.29075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29082",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.29113",1,3,0,12,0,29,79,0,1,12,17,0,83,1,0,17,0,9,6,19
"OTU_97.29122",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.2913",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_97.29132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.29133",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29141",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.29145",0,0,0,0,2,1,0,2,0,0,0,1,0,0,3,0,0,0,0,0
"OTU_97.29151",4,0,0,2,0,2,5,1,0,6,2,1,2,0,3,1,7,0,0,2
"OTU_97.29154",5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1
"OTU_97.29155",0,6,0,14,0,0,3,2,0,2,4,1,1,3,2,0,6,0,3,16
"OTU_97.2917",1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0
"OTU_97.29171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.29179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2918",0,1,0,0,3,1,9,0,2,0,0,0,4,0,1,6,6,0,0,0
"OTU_97.29191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29197",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU_97.29202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_97.29203",0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.2921",2,9,4,0,1,1,0,13,0,0,2,2,0,0,0,0,1,1,0,5
"OTU_97.29212",0,0,0,9,0,1,0,0,0,0,0,0,7,0,0,0,0,0,2,6
"OTU_97.29219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29225",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.29239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29250",0,0,0,0,1,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.29252",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.29253",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"OTU_97.29254",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_97.29255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29259",1,0,0,0,0,0,2,0,0,3,0,0,1,1,22,5,0,0,0,0
"OTU_97.29265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.29275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2929",0,0,1,8,0,3,0,1,0,0,1,0,1,1,0,0,0,0,4,0
"OTU_97.29293",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29299",0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.293",35,0,2,290,81,3,3,119,1,1,16,59,1,55,115,31,1,56,16,1
"OTU_97.29309",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29317",102,1,6,0,27,0,23,120,0,5,14,0,0,0,0,0,0,0,0,5
"OTU_97.29321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29329",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.29333",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29335",17,0,0,3,0,3,2,9,0,7,0,0,0,1,0,7,0,0,6,0
"OTU_97.29336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29343",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.29353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29356",1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"OTU_97.29357",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.29361",0,0,0,14,6,0,0,5,0,1,0,0,3,0,1,0,0,1,2,0
"OTU_97.29364",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29378",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.29387",9,0,1,2,0,25,39,17,2,12,0,10,0,8,12,1,0,0,0,0
"OTU_97.29390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.294",55,2,101,40,8,12,0,58,13,21,0,3,58,0,9,11,1,0,9,7
"OTU_97.29404",0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.29414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29429",0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0
"OTU_97.2944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29441",0,0,1,0,1,0,0,1,0,4,3,0,0,1,0,1,0,0,0,0
"OTU_97.29446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29453",0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0
"OTU_97.29454",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.29457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29469",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29471",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29477",0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1
"OTU_97.29480",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.29489",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0
"OTU_97.29493",0,1,0,2,0,4,1,2,3,0,1,0,2,6,6,0,4,2,0,0
"OTU_97.29504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29533",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_97.29534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29542",0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0
"OTU_97.29547",0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
"OTU_97.29561",49,13,1,0,1,11,1,2,2,3,7,2,0,3,16,0,5,0,0,16
"OTU_97.29562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29568",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.29574",1,1,3,16,0,2,2,0,1,5,0,0,17,0,14,113,0,0,6,9
"OTU_97.29582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29594",0,9,6,0,2,9,0,0,1,0,0,0,17,6,3,0,0,10,0,6
"OTU_97.296",11,0,0,0,17,0,6,30,1,4,1,0,41,109,38,44,0,32,0,70
"OTU_97.2960",4,0,0,0,0,2,0,3,1,0,0,0,0,0,3,0,0,0,0,0
"OTU_97.29603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.29606",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"OTU_97.29618",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"OTU_97.29619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29622",10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU_97.29624",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"OTU_97.29627",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.29644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29649",1,1,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0,1,1,0
"OTU_97.29650",0,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1
"OTU_97.29661",1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"OTU_97.29666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29680",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29688",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29706",0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.29709",0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
"OTU_97.29725",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29726",1,0,0,4,0,0,0,2,0,0,5,0,10,0,0,0,0,3,0,2
"OTU_97.2973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29735",1,0,0,0,8,1,4,0,0,0,6,0,11,3,1,0,0,0,0,0
"OTU_97.29739",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,2
"OTU_97.2974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"OTU_97.29751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29771",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29775",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29788",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.29794",0,9,22,0,14,14,12,0,70,2,330,0,4,74,63,2,58,13,163,124
"OTU_97.29801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29803",17,245,6,0,49,0,0,844,447,346,75,72,0,20,0,60,272,228,11,164
"OTU_97.29819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29826",3,0,0,4,5,0,8,0,0,2,2,0,2,0,0,0,0,0,4,0
"OTU_97.2983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29846",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.29847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.29850",1,4,0,1,0,0,6,90,1,10,0,11,14,48,0,0,1,0,0,1
"OTU_97.29852",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0
"OTU_97.29853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"OTU_97.29870",0,1,0,4,1,0,10,0,0,5,1,0,0,3,3,0,0,0,0,0
"OTU_97.29875",0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"OTU_97.29881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29884",7,0,1,0,2,2,4,1,1,0,0,0,12,1,0,0,0,0,1,2
"OTU_97.29887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2989",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.29894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29905",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29906",28,0,9,0,5,0,0,12,1,3,7,0,0,2,2,0,0,0,1,9
"OTU_97.29907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29910",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_97.29917",31,7,2,0,1,0,0,3,0,2,1,0,0,1,0,0,0,0,1,0
"OTU_97.29927",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2993",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29932",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"OTU_97.29933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29935",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
"OTU_97.29943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2995",0,0,0,1,1,0,0,0,0,2,4,0,13,0,1,1,0,0,0,0
"OTU_97.29950",2,10,0,0,0,9,0,0,0,0,2,0,31,1,0,0,1,0,0,1
"OTU_97.29954",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.2996",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_97.29960",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29961",0,6,0,0,0,2,2,2,17,35,0,2,0,0,4,14,1,28,0,0
"OTU_97.29966",0,0,3,0,25,9,12,0,0,1,0,0,21,2,0,8,0,0,1,0
"OTU_97.29970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29976",5,0,16,2,3,0,0,21,0,0,0,0,45,0,0,0,0,0,2,3
"OTU_97.29981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.29986",0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"OTU_97.29997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30002",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7,0,0,2
"OTU_97.30004",0,2,3,0,5,0,0,1,1,0,0,1,2,1,4,0,0,2,0,0
"OTU_97.30005",302,44,0,18,0,0,0,211,244,41,18,1,0,0,2,0,2,2,1,30
"OTU_97.30007",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_97.30010",1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
"OTU_97.30013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30014",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.3002",0,8,0,0,23,0,5,11,0,53,6,0,62,0,1,0,2,7,2,0
"OTU_97.30029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30030",3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.30031",0,0,2,0,0,0,0,0,2,0,8,2,0,0,1,1,1,2,0,1
"OTU_97.30032",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30036",0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
"OTU_97.30042",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_97.30044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30054",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"OTU_97.30058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.3008",44,0,0,3,54,0,2,2,0,8,0,0,7,1,1,5,13,5,1,2
"OTU_97.30082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30087",0,3,2,2,0,1,2,0,0,0,0,1,0,0,1,1,0,8,0,0
"OTU_97.30088",1,0,1,1,0,0,0,1,1,0,8,0,25,10,1,0,0,19,0,11
"OTU_97.30090",0,0,0,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0
"OTU_97.30092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.3012",0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
"OTU_97.30121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.3016",0,45,0,67,0,4,15,10,14,50,18,2,139,0,0,0,7,26,11,40
"OTU_97.30164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.30170",0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1
